,Strahler order,major_minor,branch_length,branch_diameter,length_ratio,diameter_ratio,length_to_diameter_ratio,branching_angle
36,4,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
37,4,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
38,4,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
39,4,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
40,4,0.0,37.32189031909244,3.037655183968115,0.0,0.0,12.286414375162403,-1.0
41,4,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
42,4,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
43,4,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
44,4,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
45,4,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
46,4,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
47,4,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
48,4,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
49,4,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
50,4,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
51,4,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
52,4,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
53,4,2.0,7.766168577811503,3.258294894435503,0.20808615296312125,1.0726348769379295,2.3835069658902026,29.805028775337387
54,1,1.0,1.221862308118226,2.2521443264,0.15733141714296206,0.6912033438858463,0.5425328624792641,17.262954105977194
55,4,2.0,1.8272311019682193,2.1858610866,0.23528089606356842,0.6708604216067124,0.8359319414988021,10.981948120830602
56,4,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
57,4,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
58,4,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
59,4,1.0,4.041582285711461,1.85587888315,2.2118615873810556,0.8490378892451618,2.1777187737874613,18.78152659052989
60,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
61,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
62,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
63,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
64,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
65,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
66,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
67,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
68,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
69,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
70,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
71,3,2.0,9.344202968737358,1.6651859243611111,2.312016014562586,0.8972492437301598,5.611507298995749,58.80383402954545
72,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
73,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
74,1,2.0,2.2874495649970377,0.5500006398,0.24479878836644436,0.33029383191010403,4.158994371040798,53.39572355729243
75,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
76,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
77,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
78,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
79,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
80,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
81,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
82,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
83,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
84,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
85,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
86,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
87,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
88,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
89,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
90,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
91,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
92,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
93,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
94,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
95,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
96,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
97,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
98,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
99,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
100,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
101,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
102,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
103,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
104,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
105,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
106,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
107,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
108,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
109,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
110,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
111,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
112,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
113,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
114,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
115,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
116,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
117,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
118,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
119,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
120,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
121,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
122,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
123,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
124,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
125,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
126,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
127,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
128,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
129,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
130,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
131,3,1.0,40.896220320581165,1.429533245378394,4.376640838967917,0.8584826621849263,28.608093203006295,105.7931690482698
132,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
133,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
134,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
135,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
136,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
137,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
138,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
139,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
140,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
141,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
142,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
143,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
144,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
145,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
146,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
147,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
148,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
149,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
150,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
151,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
152,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
153,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
154,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
155,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
156,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
157,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
158,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
159,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
160,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
161,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
162,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
163,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
164,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
165,2,2.0,24.567699733688276,0.925556696283737,0.6007327704395337,0.6474537750528107,26.54370049110081,62.14242149975707
166,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
167,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
168,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
169,2,1.0,3.026342040724372,0.8057255062,0.12318377680978097,0.8705306864885977,3.7560459702924716,47.60795428522771
170,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
171,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
172,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
173,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
174,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
175,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
176,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
177,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
178,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
179,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
180,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
181,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
182,2,2.0,17.303747241570623,0.39139428365562134,5.717710360798766,0.48576628224360574,44.21052622423015,65.38842736578451
183,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
184,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
185,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
186,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
187,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
188,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
189,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
190,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
191,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
192,1,1.0,8.388900130257436,0.9852869908244445,0.4848025120306828,2.51737705932204,8.514169179517916,64.63773653766091
193,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
194,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
195,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
196,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
197,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
198,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
199,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
200,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
201,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
202,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
203,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
204,1,2.0,7.34770920726623,0.33947988748333335,0.42463109895722767,0.8673603618136482,21.644019213441513,88.39424230635868
205,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
206,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
207,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
208,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
209,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
210,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
211,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
212,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
213,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
214,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
215,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
216,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
217,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
218,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
219,1,1.0,16.612055772760502,0.547709793140635,5.489153423247663,0.6797721915541302,30.33003240183993,45.75331808609582
220,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
221,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
222,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
223,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
224,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
225,1,2.0,2.118605037641059,0.5330676766888888,0.08623538469643283,0.5759427583736831,3.9743641010098765,47.60795428522876
226,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
227,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
228,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
229,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
230,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
231,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
232,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
233,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
234,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
235,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
236,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
237,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
238,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
239,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
240,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
241,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
242,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
243,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
244,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
245,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
246,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
247,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
248,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
249,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
250,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
251,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
252,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
253,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
254,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
255,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
256,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
257,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
258,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
259,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
260,3,1.0,25.66161127814787,1.474006235878367,0.6274812458703812,1.0311101477658893,17.409431964075782,48.99124414465746
261,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
262,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
263,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
264,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
265,1,2.0,4.132565718329499,0.47815216643999997,0.16104077306511858,0.3243895139663822,8.642783633289396,86.99550840111743
266,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
267,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
268,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
269,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
270,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
271,3,1.0,5.100296911314214,2.1676303983888894,0.1987520135049886,1.4705707110507498,2.352936605384873,30.86314318431836
272,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
273,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
274,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
275,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
276,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
277,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
278,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
279,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
280,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
281,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
282,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
283,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
284,3,2.0,9.295840029862985,2.1384317145988168,1.822607622948698,0.986529675994683,4.347036179084607,89.99999999999793
285,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
286,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
287,3,1.0,1.9341708936104762,1.7041804856444445,0.20806843570854616,0.7969300464495587,1.1349566022515858,39.54402008056755
288,1,2.0,1.5189741604122153,1.4529268322,0.785336065923719,0.8525662888638045,1.0454581240764942,53.256571934720995
289,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
290,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
291,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
292,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
293,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
294,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
295,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
296,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
297,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
298,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
299,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
300,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
301,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
302,3,1.0,11.925899111196298,1.6206062581163265,6.165897310622058,0.950959286160049,7.3589121672639255,26.405562445946174
303,2,1.0,0.6053517572453245,2.1155511822,0.050759422966861,1.3054072644758024,0.28614375409051,89.99999999999957
304,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
305,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
306,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
307,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
308,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
309,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
310,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
311,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
312,2,1.0,7.863294350661335,0.7723272332666666,12.989628354997341,0.365071400666142,10.181298822524264,29.496208496566275
313,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
314,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
315,1,2.0,2.446991302246887,0.5529564749333334,0.3111916193295098,0.7159613841331559,4.425287365595829,85.11230952739292
316,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
317,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
318,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
319,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
320,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
321,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
322,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
323,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
324,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
325,1,1.0,10.076733976441481,0.66387815084,1.28149011433026,0.8595814341960131,15.178589570528064,41.92073728827955
326,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
327,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
328,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
329,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
330,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
331,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
332,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
333,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
334,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
335,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
336,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
337,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
338,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
339,1,2.0,12.278797544815777,0.7363949783918367,20.28373982210095,0.3480865812123941,16.674200537910533,77.82967663569954
340,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
341,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
342,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
343,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
344,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
345,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
346,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
347,2,2.0,5.406054178411094,1.6225087924000001,0.45330369878240634,1.0011739645420628,3.3319105595813188,65.90515744788972
348,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
349,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
350,2,1.0,1.247806675777407,1.6540230888444445,0.23081653172483607,1.0194231899340458,0.7544070479990495,26.334247846851795
351,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
352,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
353,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
354,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
355,1,2.0,4.23778104837589,1.0741759158000002,3.396183984779271,0.6494322377025916,3.9451462149193435,82.06711013575982
356,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
357,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
358,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
359,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
360,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
361,2,1.0,3.802355261212327,1.4119967377222222,3.0472310615291334,0.8536741398868198,2.6928923839768477,29.474880441605606
362,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
363,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
364,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
365,1,2.0,4.28685896568769,0.30816284834999996,1.1274219979962856,0.2182461475421793,13.911018114743133,63.20274241235675
366,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
367,2,1.0,0.7530678381635598,1.1754702023999999,0.19805299253480457,0.8324879024127366,0.6406524271104398,78.9041967168635
368,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
369,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
370,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
371,2,1.0,1.2879307868542074,1.19014746605,1.7102453744339563,1.0124862915453179,1.0821606763813412,89.99999999999908
372,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
373,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
374,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
375,1,2.0,3.5601587222190156,0.6233965977,2.764246928916703,0.5237977775720527,5.710904960588648,86.17744627072878
376,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
377,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
378,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
379,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
380,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
381,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
382,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
383,1,1.0,6.7731358820373195,0.70439056135,5.258928469736187,0.5918514986111876,9.615597161120762,33.85451481261787
384,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
385,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
386,1,2.0,2.237681823031001,0.2990006398,2.971421311110349,0.2543668390653541,7.4838696817765165,61.87449429794541
387,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
388,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
389,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
390,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
391,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
